,title,year,month,journal,code,weight,code_label,id,gen_code
864,THE CONSERVATIVE IDENTITY CRISIS,2012,Feb,Time,1,6.67,"relinequality, explicit",866,1
865,THE GREAT DEFORMER.,2012,Oct,Newsweek,2,6.67,"relinequality, implicit",867,1
866,THE PHENOM.,2012,Oct,Time,2,6.67,"relinequality, implicit",868,0
867,THE TRUTH TALKER. (cover story),2012,Jan,Newsweek,4,6.67,"releconomy (employment, economy)",869,1
868,Tacking further to the right,1987,Mar,Time,5,6.67,irrelevant,870,0
869,Take Health Reform Into Account,2010,Dec,U.S. News & World Report,2,6.67,"relinequality, implicit",871,1
870,Take this revolution,1995,Spring,Time,1,6.67,"relinequality, explicit",872,1
871,Take-home pay,1982,Jun,Time,1,6.67,"relinequality, explicit",873,0
872,Taking A Look Inside Nike's Factories,1998,Mar,Time,5,10.0,irrelevant,874,1
873,Taking a right turn,1998,Feb,U.S. News & World Report,5,6.67,irrelevant,875,0
874,Taking air out of the recovery,1992,Aug,U.S. News & World Report,3,6.67,relchanges (income/wages/earnings/etc.),876,1
875,Talking high tech with Weinberger,1983,Oct,Newsweek,5,6.67,irrelevant,877,0
876,Tax Bill Takes Shape in Congress,1983,Oct,U.S. News & World Report,3,10.0,relchanges (income/wages/earnings/etc.),878,0
877,Tax Changes On the Way,1984,Mar,U.S. News & World Report,3,10.0,relchanges (income/wages/earnings/etc.),879,1
878,Tax Cuts: Reagan Digs In,1981,Jun,Newsweek,1,10.0,"relinequality, explicit",880,0
879,Tax Dates to Remember,1984,Dec,U.S. News & World Report,3,10.0,relchanges (income/wages/earnings/etc.),881,1
880,Tax Time.,2012,Mar,Time,4,6.67,"releconomy (employment, economy)",882,1
881,Tax Tips on Sale of a Home,1980,Mar,U.S. News & World Report,3,10.0,relchanges (income/wages/earnings/etc.),883,0
882,Tax cheer for the new year,1999,Dec,U.S. News & World Report,5,6.67,irrelevant,884,0
883,Tax cuts and circuses,1995,Apr,Time,1,6.67,"relinequality, explicit",885,1
884,Tax news you can't use,1995,Mar,U.S. News & World Report,5,6.67,irrelevant,886,1
885,Tax reform: still breathing?,1986,May,U.S. News & World Report,5,6.67,irrelevant,887,0
886,Tax reform: who'd be hurt if it passes,1985,May,U.S. News & World Report,1,6.67,"relinequality, explicit",888,0
887,Tax tactics that last-minute filers often overlook,2000,Mar,U.S. News & World Report,5,6.67,irrelevant,889,1
888,Tax tactics to ease the pain,1994,Oct,U.S. News & World Report,3,10.0,relchanges (income/wages/earnings/etc.),890,0
889,Tax tips: ways to save on your '84 return,1985,Feb,U.S. News & World Report,5,6.67,irrelevant,891,0
890,Tax writers weigh odds on reform,1985,Nov,U.S. News & World Report,1,6.67,"relinequality, explicit",892,0
891,"Tax, Tax; Spend, Spend",1982,May,Newsweek,3,10.0,relchanges (income/wages/earnings/etc.),893,0
892,Tax-reform bill--and Reagan--on the ropes,1985,Dec,U.S. News & World Report,1,6.67,"relinequality, explicit",894,0
893,"Taxes 2006: Win Some, Lose Some",2006,Dec,Newsweek,5,6.67,irrelevant,895,1
894,Taxes as an antidote to addiction,1994,Mar,Newsweek,3,10.0,relchanges (income/wages/earnings/etc.),896,1
895,Test case for labor,1981,Oct,Newsweek,3,6.67,relchanges (income/wages/earnings/etc.),897,0
896,"Thanks a lot, but no thanks",1989,Aug,Time,5,6.67,irrelevant,898,1
897,"Thanks, Rich People!",2007,Mar,Time,1,1.0,"relinequality, explicit",899,1
898,That '70s market,2002,Apr,U.S. News & World Report,3,6.67,relchanges (income/wages/earnings/etc.),900,1
899,The $3 Trillion Cop-Out,2008,Feb,Newsweek,5,6.67,irrelevant,901,1
900,The $758 Billion Budget - And Where It All Goes,1982,Feb,U.S. News & World Report,2,10.0,"relinequality, implicit",902,1
901,The '80s: a final reckoning,1993,Mar,Newsweek,1,6.67,"relinequality, explicit",903,1
902,The Age of Bloomberg,2008,Oct,Newsweek,3,6.67,relchanges (income/wages/earnings/etc.),904,0
903,The American Dream,1986,Dec,U.S. News & World Report,3,10.0,relchanges (income/wages/earnings/etc.),905,0
904,The American Dream Goes On,2008,Jun,U.S. News & World Report,1,1.0,"relinequality, explicit",906,1
905,The Amy and Abbie brigade,1986,Dec,Newsweek,5,6.67,irrelevant,907,0
906,The Backlash Wars,1996,Apr,Newsweek,5,10.0,irrelevant,908,1
907,The Battle of the Budget,1980,Jun,Newsweek,3,10.0,relchanges (income/wages/earnings/etc.),909,1
908,The Beijing Blues,2010,Jun,Newsweek,5,6.67,irrelevant,910,0
909,The Best Job for You,2007,Mar,U.S. News & World Report,3,10.0,relchanges (income/wages/earnings/etc.),911,0
910,The Best-Laid Plans,1981,Jun,Time,1,10.0,"relinequality, explicit",912,1
911,The Blinders Of Politics,2003,Jun,Newsweek,1,6.67,"relinequality, explicit",913,1
912,The Blowback Factor,2005,May,U.S. News & World Report,5,6.67,irrelevant,914,0
913,The Breedy Bunch,2009,May,Time,3,6.67,relchanges (income/wages/earnings/etc.),915,1
914,The Budget Bill Goes on Trial,1986,May,Newsweek,3,10.0,relchanges (income/wages/earnings/etc.),916,1
915,The Budget Grudge Match,1985,Jul,Newsweek,3,10.0,relchanges (income/wages/earnings/etc.),917,0
916,The Budget: Bumps Ahead,1981,Mar,Newsweek,1,10.0,"relinequality, explicit",918,1
917,The Contemplative Bomb-Thrower,1995,Jan,Newsweek,1,10.0,"relinequality, explicit",919,1
918,The Deregulation Myth.,2011,Nov,Time,4,6.67,"releconomy (employment, economy)",920,1
919,The Economic Fallout,1982,May,Newsweek,3,10.0,relchanges (income/wages/earnings/etc.),921,0
920,The End of Easy Money,2007,Jul,Time,5,6.67,irrelevant,922,1
921,The End of Upward Mobility?,2009,Jan,Newsweek,1,1.0,"relinequality, explicit",923,1
922,The End of the Regan Era,2008,Nov,Time,5,6.67,irrelevant,924,0
923,The Face of Anger.,2011,Oct,Newsweek,1,6.67,"relinequality, explicit",925,1
924,"The Fall of America, Inc.",2008,Oct,Newsweek,1,6.67,"relinequality, explicit",926,0
925,The Fate of the Middle Class,2009,Mar,U.S. News & World Report,1,6.67,"relinequality, explicit",927,1
926,The Formidable Task Ahead,2008,Nov,U.S. News & World Report,5,6.67,irrelevant,928,0
927,The GOP Ground Game,2009,Apr,Newsweek,4,6.67,"releconomy (employment, economy)",929,0
928,The GOP Looks West,2010,Jun,Newsweek,4,6.67,"releconomy (employment, economy)",930,0
929,The GOP contract's fine print,1995,Mar,U.S. News & World Report,3,10.0,relchanges (income/wages/earnings/etc.),931,0
930,The Great American Internship Swindle.,2011,Nov,Newsweek,3,6.67,relchanges (income/wages/earnings/etc.),932,1
931,The Growing Gap in Retraining,1983,Mar,Time,3,10.0,relchanges (income/wages/earnings/etc.),933,0
932,The High Stakes of First Jobs,2010,May,U.S. News & World Report,3,6.67,relchanges (income/wages/earnings/etc.),934,1
933,The Humpty Dumpty Budget,1985,May,Time,3,10.0,relchanges (income/wages/earnings/etc.),935,1
934,The Income Gap,2007,Jan,U.S. News & World Report,1,1.0,"relinequality, explicit",936,0
935,The Inequality Dodge.,2012,,"Newsweek; 2/6/2012, Vol. 159 Issue 6, p25-25, 1p, 1 Color Photograph",1,1.0,"relinequality, explicit",937,1
936,The Inside Story,1986,Apr,Newsweek,1,10.0,"relinequality, explicit",938,1
937,The Issues,2009,Dec,Newsweek,4,6.67,"releconomy (employment, economy)",939,1
938,The Japan that can say yes,2000,Jun,Newsweek,5,6.67,irrelevant,940,1
939,The Jobs Slog,2010,Oct,Newsweek,2,6.67,"relinequality, implicit",941,0
940,The Key to Farrakhan's Middle-Class Appeal,1995,Oct,Newsweek,5,10.0,irrelevant,942,1
941,The Laborer's Lot,2003,Sep,U.S. News & World Report,3,6.67,relchanges (income/wages/earnings/etc.),943,1
942,The Last Hurrah,2006,Jan,Newsweek,5,6.67,irrelevant,944,0
943,The Leasing Life,2007,Apr,Time,3,10.0,relchanges (income/wages/earnings/etc.),945,1
944,The Legacy of Terri Schiavo,2005,Apr,Newsweek,5,6.67,irrelevant,946,0
945,"The Lowdown on That Big, Bad Slowdown",2007,Dec,U.S. News & World Report,3,6.67,relchanges (income/wages/earnings/etc.),947,1
946,The Man Swinging Reagan's Budget Ax,1981,Feb,U.S. News & World Report,2,10.0,"relinequality, implicit",948,1
947,The Market's Mixed Message,2007,Nov,U.S. News & World Report,1,6.67,"relinequality, explicit",949,0
948,The Mike Mulligan moment,1997,May,Time,2,6.67,"relinequality, implicit",950,0
949,The Millennials,2008,Apr,Time,3,10.0,relchanges (income/wages/earnings/etc.),951,0
950,The Minigarch Next Door.,2012,Jan,Newsweek,5,6.67,irrelevant,952,1
951,The Money Man,2008,Oct,Newsweek,1,6.67,"relinequality, explicit",953,0
952,The New Class Action,2003,Sep,Time,1,6.67,"relinequality, explicit",954,0
953,The New Culture War over Fairness.,2012,,"Time; 10/22/2012, Vol. 180 Issue 17, p25-25, 1p",2,1.0,"relinequality, implicit",955,0
954,The New Heroine of the Right,1981,Oct,Newsweek,4,10.0,"releconomy (employment, economy)",956,0
955,The Next Step? Think Vietnam,2006,Dec,Newsweek,5,10.0,irrelevant,957,0
956,The Off-Line American,2008,Aug,Time,5,6.67,irrelevant,958,0
957,The Palin Effect,2008,Oct,Time,1,10.0,"relinequality, explicit",959,0
958,The Peace Dividend,1998,Jan,Newsweek,4,10.0,"releconomy (employment, economy)",960,1
959,The Peak of political power,2002,Dec,U.S. News & World Report,5,6.67,irrelevant,961,1
960,The President's Whiz Kids,2009,Jun,Newsweek,3,1.0,relchanges (income/wages/earnings/etc.),962,1
961,The Price Of Free Speech,2010,Oct,Time,5,6.67,irrelevant,963,0
962,The Private Sector Isn't Fine Enough.,2012,Jun,Time,3,6.67,relchanges (income/wages/earnings/etc.),964,0
963,The Quagmire Of Inequality,2007,Jun,Newsweek,1,1.0,"relinequality, explicit",965,1
964,The Rage over Goldman Sachs,2009,Aug,Time,1,6.67,"relinequality, explicit",966,1
965,The Real Kerry,2004,Feb,Newsweek,5,6.67,irrelevant,967,0
966,The Really Unfair Tax,2003,Feb,Time,1,6.67,"relinequality, explicit",968,1
967,The Return of the Maverick Candidate,2008,Mar,U.S. News & World Report,5,6.67,irrelevant,969,0
968,The Right Alms at Texas.,2011,Jun,Newsweek,4,6.67,"releconomy (employment, economy)",970,0
969,The Savings Trap,1997,Mar,Newsweek,3,10.0,relchanges (income/wages/earnings/etc.),971,1
970,The Selling of the Squeeze,1981,Mar,Newsweek,3,10.0,relchanges (income/wages/earnings/etc.),972,1
971,The Sotomayor Test,2009,Aug,Newsweek,5,6.67,irrelevant,973,0
972,The Tax Game in Insurance,1986,Nov,Newsweek,3,10.0,relchanges (income/wages/earnings/etc.),974,1
973,The Tax Revolt Loses More Steam,1980,Nov,U.S. News & World Report,3,10.0,relchanges (income/wages/earnings/etc.),975,1
974,The Tea Party's Triumph,2011,Aug,Time,1,6.67,"relinequality, explicit",976,0
975,The Texas two-step,1999,Jul,U.S. News & World Report,5,10.0,irrelevant,977,0
976,The Third Battlefront: Money,2006,Oct,U.S. News & World Report,4,10.0,"releconomy (employment, economy)",978,1
977,The Time Is Right for Health Reform,2009,Feb,U.S. News & World Report,1,6.67,"relinequality, explicit",979,0
978,The Two Knocks on Miers,2005,Oct,Time,5,6.67,irrelevant,980,0
979,The U'was' last stand,2000,Feb,U.S. News & World Report,5,6.67,irrelevant,981,0
980,The Unknown Rebel,1998,Mar,Time,5,10.0,irrelevant,982,0
981,The Unmighty Dollar,2003,Mar,Newsweek,3,6.67,relchanges (income/wages/earnings/etc.),983,1
982,The Upside of Recession?,2007,Apr,Newsweek,3,6.67,relchanges (income/wages/earnings/etc.),984,1
983,The Vital Center,2010,Feb,Time,4,6.67,"releconomy (employment, economy)",985,0
984,The War for your Wallet,2004,Oct,U.S. News & World Report,1,6.67,"relinequality, explicit",986,1
985,The War on Judges,2005,Apr,Newsweek,5,6.67,irrelevant,987,0
986,The Widening Income Gap,1981,Oct,Newsweek,1,10.0,"relinequality, explicit",988,1
987,The World Bails Us Out,2008,Feb,Newsweek,4,6.67,"releconomy (employment, economy)",989,0
988,The World Is Not Flat,2006,Sep,U.S. News & World Report,1,6.67,"relinequality, explicit",990,0
989,The absent professors,2002,Sep,U.S. News & World Report,5,6.67,irrelevant,991,0
990,The bittersweet joys of low inflation,1985,Mar,U.S. News & World Report,1,6.67,"relinequality, explicit",992,0
991,"The body as temple, the body as prison",1996,Dec,U.S. News & World Report,5,6.67,irrelevant,993,0
992,The boom generation,2000,Feb,Newsweek,1,6.67,"relinequality, explicit",994,0
993,The bottom 10,1999,Apr,Time,5,6.67,irrelevant,995,0
994,The center does not hold,1993,May,Newsweek,3,10.0,relchanges (income/wages/earnings/etc.),996,0
995,The children's crusade,1996,Jun,Time,1,6.67,"relinequality, explicit",997,0
996,The color bind,1997,May,Newsweek,5,6.67,irrelevant,998,0
997,The coming global boom,1990,Jul,U.S. News & World Report,2,6.67,"relinequality, implicit",999,1
998,The convention has Los Angeles fretting,2000,Jul,U.S. News & World Report,5,6.67,irrelevant,1000,0
999,The crayon that roared,2001,Jul,Newsweek,5,6.67,irrelevant,1001,1
1000,The debate misled the public,1993,Aug,Newsweek,1,10.0,"relinequality, explicit",1002,1
1001,The disinflation blues,1982,Apr,Newsweek,1,6.67,"relinequality, explicit",1003,1
1002,The economy after a year of recovery,1983,Dec,U.S. News & World Report,4,6.67,"releconomy (employment, economy)",1004,1
1003,"The face of the Senate is destined for change, and so is Bush's budget",2001,Sep,U.S. News & World Report,2,10.0,"relinequality, implicit",1005,1
1004,The fierce urgency of Iraq,2003,Oct,U.S. News & World Report,5,10.0,irrelevant,1006,1
1005,The first cuts are the hardest,1997,Jun,U.S. News & World Report,1,10.0,"relinequality, explicit",1007,1
1006,The force is still with us,1997,Nov,U.S. News & World Report,3,6.67,relchanges (income/wages/earnings/etc.),1008,0
1007,The ghost of Herbert Hoover,2000,Oct,Newsweek,1,6.67,"relinequality, explicit",1009,1
1008,The goal was simple--then Paris quaked,1986,Dec,U.S. News & World Report,5,6.67,irrelevant,1010,0
1009,The great pay game,1990,Feb,Newsweek,1,1.0,"relinequality, explicit",1011,1
1010,The grim face of labor,1998,Oct,U.S. News & World Report,5,6.67,irrelevant,1012,0
1011,The growing perils of plunging profits,2001,Aug,U.S. News & World Report,3,6.67,relchanges (income/wages/earnings/etc.),1013,1
1012,The gutsiest governor in America,1992,Apr,Time,1,6.67,"relinequality, explicit",1014,1
1013,The hot markets of Eastern Europe,1994,Jan,U.S. News & World Report,5,10.0,irrelevant,1015,0
1014,The insurgents,2009,Jun,Newsweek,1,6.67,"relinequality, explicit",1016,1
1015,The joystick war,2003,May,U.S. News & World Report,5,6.67,irrelevant,1017,1
1016,The key voting blocs,1988,Aug,U.S. News & World Report,1,6.67,"relinequality, explicit",1018,1
1017,The making of a miracle,1986,Aug,Time,1,6.67,"relinequality, explicit",1019,0
1018,The making of old money,1988,Aug,U.S. News & World Report,1,6.67,"relinequality, explicit",1020,1
1019,The man on the 10-spot turns 200,1989,Sep,U.S. News & World Report,5,6.67,irrelevant,1021,1
1020,The markets vote,1988,Nov,Time,2,6.67,"relinequality, implicit",1022,1
1021,The meaning of a scarf: Turkish students fight to wear Islamic head coverings,1998,Mar,U.S. News & World Report,5,6.67,irrelevant,1023,1
1022,The more and less deserving rich,1994,Apr,Newsweek,1,1.0,"relinequality, explicit",1024,1
1023,The myth of cyber inequality: computers are not causing growing wage differences,1995,Feb,Newsweek,1,1.0,"relinequality, explicit",1025,0
1024,The myth of meritocracy,1995,Apr,Newsweek,5,1.0,irrelevant,1026,0
1025,The nanny nightmare: how to weed out the bad seeds before hiring live-in child care,1991,Dec,U.S. News & World Report,5,6.67,irrelevant,1027,1
1026,The national health care phobia,1993,Sep,Newsweek,5,6.67,irrelevant,1028,0
1027,The new 'save our wealth' voters,1992,Jun,U.S. News & World Report,1,6.67,"relinequality, explicit",1029,1
1028,The new odd couple,2000,Jun,Newsweek,1,6.67,"relinequality, explicit",1030,1
1029,The new straight talk,1993,Mar,Newsweek,3,10.0,relchanges (income/wages/earnings/etc.),1031,1
1030,The new world of paychecks,1995,Mar,U.S. News & World Report,1,1.0,"relinequality, explicit",1032,1
1031,The next bite: Paying for health care,1993,Mar,Newsweek,3,10.0,relchanges (income/wages/earnings/etc.),1033,1
1032,The old well runs dry,1999,Mar,Time,1,6.67,"relinequality, explicit",1034,1
1033,The perils of productivity,2003,Nov,U.S. News & World Report,2,6.67,"relinequality, implicit",1035,1
1034,The politics of cynicism,2004,Oct,U.S. News & World Report,1,6.67,"relinequality, explicit",1036,0
1035,The poor aren't poorer,1994,Jul,U.S. News & World Report,1,1.0,"relinequality, explicit",1037,1
1036,The power of freedom in the Philippines,1986,Mar,U.S. News & World Report,5,6.67,irrelevant,1038,0
1037,The price of the deal,1996,Dec,Newsweek,5,6.67,irrelevant,1039,0
1038,The professor and the 400-lb. gorilla,1993,Jun,Time,5,6.67,irrelevant,1040,1
1039,The proliferation shuffle,1993,Nov,U.S. News & World Report,5,6.67,irrelevant,1041,1
1040,The push for a jobs program,1983,Jan,Newsweek,2,6.67,"relinequality, implicit",1042,0
1041,The quickest fix of all,1995,Oct,Time,5,6.67,irrelevant,1043,1
1042,The rediscovery of the U.S. economy,1994,Feb,Newsweek,1,6.67,"relinequality, explicit",1044,1
1043,The return of the primitive,1996,Jan,Time,5,6.67,irrelevant,1045,0
1044,The rich get richer,2000,Feb,U.S. News & World Report,1,1.0,"relinequality, explicit",1046,1
1045,The right makes a small comeback,1982,Feb,Newsweek,5,6.67,irrelevant,1047,1
1046,The secret computer trade,1997,Nov,Newsweek,5,6.67,irrelevant,1048,0
1047,The split personality economy,2001,Jul,Newsweek,2,6.67,"relinequality, implicit",1049,1
1048,The state of the union,1995,Jan,Time,1,6.67,"relinequality, explicit",1050,0
1049,The tax cut bites the dust . . .,1999,Oct,U.S. News & World Report,1,6.67,"relinequality, explicit",1051,1
1050,The taxman cometh,1996,May,Time,5,6.67,irrelevant,1052,1
1051,The trophy syndrome,1992,Dec,Newsweek,5,1.0,irrelevant,1053,1
1052,The uncompetitive society,1988,Apr,U.S. News & World Report,2,6.67,"relinequality, implicit",1054,0
1053,The woman in the middle,1996,May,Newsweek,5,6.67,irrelevant,1055,0
1054,The year of earthquakes,1990,Jan,Newsweek,5,6.67,irrelevant,1056,1
1055,Their Turn to Pay?,1993,Dec,Time,1,10.0,"relinequality, explicit",1057,1
1056,There's More Than One Way to Diversity,2006,Dec,Time,1,1.0,"relinequality, explicit",1058,1
1057,They Only Look Dead,2009,May,Time,4,6.67,"releconomy (employment, economy)",1059,0
1058,Things you wanted to know,1983,Dec,U.S. News & World Report,5,6.67,irrelevant,1060,0
1059,This Won't Hurt a Bit,2010,Mar,Newsweek,3,6.67,relchanges (income/wages/earnings/etc.),1061,0
1060,This money not only talks; it shouts,1996,Oct,U.S. News & World Report,5,6.67,irrelevant,1062,1
1061,Those Cuts: How Deep is Deep?,1981,Sep,Time,2,10.0,"relinequality, implicit",1063,1
1062,Those sky-high health costs,1982,Jul,Time,3,6.67,relchanges (income/wages/earnings/etc.),1064,1
1063,Thrift Is the New Fashion,2008,Nov,Newsweek,2,6.67,"relinequality, implicit",1065,1
1064,"Throws Right, Bats Right, OK?",2006,Jan,U.S. News & World Report,5,6.67,irrelevant,1066,1
1065,Thunder on the right,1986,Sep,Newsweek,5,6.67,irrelevant,1067,0
1066,Thunder on the right at the White House,1986,Apr,Newsweek,5,6.67,irrelevant,1068,0
1067,"Tigers in the lab: Asian-born, U.S.-trained researchers are headed home to challenge the technological supremacy of the West",1994,Nov,Time,5,6.67,irrelevant,1069,1
1068,Time Is Money.,2011,Nov,Time,4,6.67,"releconomy (employment, economy)",1070,0
1069,Time for a Career Audit,2009,May,U.S. News & World Report,3,6.67,relchanges (income/wages/earnings/etc.),1071,1
1070,Time to Start Over,2010,Nov,Time,2,6.67,"relinequality, implicit",1072,1
1071,Time to bet against the buck?,1996,Dec,U.S. News & World Report,3,10.0,relchanges (income/wages/earnings/etc.),1073,1
1072,Tips for a dismal season,1998,Feb,Newsweek,5,6.67,irrelevant,1074,0
1073,"To Stay Safe, Sell Stocks?",2009,Jul,U.S. News & World Report,2,6.67,"relinequality, implicit",1075,1
1074,To have and have less,1999,Jul,U.S. News & World Report,1,1.0,"relinequality, explicit",1076,1
1075,"To the Rich, From America",2008,Jan,Newsweek,1,1.0,"relinequality, explicit",1077,1
1076,Too Safe A Bet?,2006,Jun,U.S. News & World Report,1,10.0,"relinequality, explicit",1078,1
1077,Too big to fail is one of the biggest problems we face in this country.,2009,Dec,Time,2,6.67,"relinequality, implicit",1079,1
1078,Tough economic outlook,1980,Jul,Newsweek,2,6.67,"relinequality, implicit",1080,1
1079,Tracking a technobandit,1987,Dec,Newsweek,5,6.67,irrelevant,1081,0
1080,"Trade-offs, trade-offs",1985,Apr,U.S. News & World Report,5,6.67,irrelevant,1082,0
1081,Trading Places,2003,Jan,U.S. News & World Report,1,6.67,"relinequality, explicit",1083,0
1082,Trial balloons on tax reform,1995,Jul,U.S. News & World Report,1,6.67,"relinequality, explicit",1084,0
1083,Trickle-Up Economics,2006,Oct,Newsweek,1,1.0,"relinequality, explicit",1085,1
1084,Troops or Consequences,2003,Sep,U.S. News & World Report,5,10.0,irrelevant,1086,0
1085,Trouble at the Tea Party,1980,Dec,Time,3,10.0,relchanges (income/wages/earnings/etc.),1087,0
1086,Trouble on the right,1986,Dec,U.S. News & World Report,5,6.67,irrelevant,1088,0
1087,Trying again,1983,Aug,Time,5,6.67,irrelevant,1089,0
1088,Turkey and Trimmings,1987,Nov,Time,2,10.0,"relinequality, implicit",1090,1
1089,Turning back the clock,1982,Jan,Time,5,6.67,irrelevant,1091,1
1090,Turning the tables on the Japanese,1986,Jun,U.S. News & World Report,5,10.0,irrelevant,1092,1
1091,Two Cheers for the Peacekeepers,2003,Mar,Time,5,6.67,irrelevant,1093,0
1092,Two strikes against the unions,1984,Sep,Newsweek,5,6.67,irrelevant,1094,0
1093,Two-tier pay stirs backlash among workers,1985,Sep,U.S. News & World Report,2,1.0,"relinequality, implicit",1095,0
1094,U.S. Investors' Love Affair With Foreign Stocks,1984,Apr,U.S. News & World Report,3,10.0,relchanges (income/wages/earnings/etc.),1096,0
1095,U.S. economy in crisis,1981,Jan,Newsweek,2,6.67,"relinequality, implicit",1097,0
1096,Uncertainty? Don't Be So Sure.,2011,Oct,Time,4,6.67,"releconomy (employment, economy)",1098,1
1097,Uncle Sam is greedy,1993,Dec,U.S. News & World Report,5,6.67,irrelevant,1099,0
1098,Unconstitutional,1986,Feb,Time,4,10.0,"releconomy (employment, economy)",1100,0
1099,Uncooperative patient,1991,Oct,U.S. News & World Report,1,6.67,"relinequality, explicit",1101,0
1100,Unemployment hits 8.9{percent},1982,Jan,Newsweek,2,6.67,"relinequality, implicit",1102,1
1101,Unemployment hits a high,1982,Apr,Newsweek,3,6.67,relchanges (income/wages/earnings/etc.),1103,0
1102,Unemployment plague,1981,Oct,Time,5,6.67,irrelevant,1104,0
1103,Unemployment turns the corner,1983,Feb,U.S. News & World Report,4,6.67,"releconomy (employment, economy)",1105,1
1104,Unemployment: a new plateau,1985,Mar,Newsweek,4,6.67,"releconomy (employment, economy)",1106,0
1105,Unexpected signs of health,1981,Apr,Time,2,6.67,"relinequality, implicit",1107,0
1106,Union label is sewed up for Mondale,1983,Aug,U.S. News & World Report,5,6.67,irrelevant,1108,1
1107,Unions brace for more attacks from Reagan,1984,Nov,U.S. News & World Report,2,6.67,"relinequality, implicit",1109,0
1108,Unions strike out in Washington,1981,Aug,U.S. News & World Report,1,6.67,"relinequality, explicit",1110,0
1109,Unions' strategy to bust the Reagan budget,1982,Mar,U.S. News & World Report,1,6.67,"relinequality, explicit",1111,1
1110,Unwilling Informants?,1989,Jun,Newsweek,5,10.0,irrelevant,1112,1
1111,Uphill battle,1992,Dec,Newsweek,1,1.0,"relinequality, explicit",1113,0
1112,Upper East Sliders,2008,Oct,Newsweek,1,6.67,"relinequality, explicit",1114,1
1113,Upward mobility,1998,Oct,U.S. News & World Report,5,6.67,irrelevant,1115,0
1114,Using IRA's for Tax-Smart Investing,1985,Jun,U.S. News & World Report,3,10.0,relchanges (income/wages/earnings/etc.),1116,0
1115,Vanishing surpluses,2001,Sep,U.S. News & World Report,1,6.67,"relinequality, explicit",1117,0
1116,Voice from the right,1981,Aug,Newsweek,5,6.67,irrelevant,1118,1
1117,"WELCOME BACK TO THE WHITE HOUSE, MR. PRESIDENT. (cover story)",2012,Oct,Newsweek,2,6.67,"relinequality, implicit",1119,1
1118,WHY AMERICA MUST REVIVE ITS MIDDLE CLASS.,2011,,"Time; October 10 2011, Vol. 178 Issue 14, p30-32, 3p",1,1.0,"relinequality, explicit",1120,0
1119,WHY I WENT ON STRIKE.,2012,Dec,Time,3,6.67,relchanges (income/wages/earnings/etc.),1121,1
1120,Wag the War,2002,Oct,Newsweek,5,6.67,irrelevant,1122,0
1121,Waiting for Reaganomics,1980,Nov,Time,2,6.67,"relinequality, implicit",1123,0
1122,Waiting for a shoe to drop,2002,Oct,U.S. News & World Report,3,6.67,relchanges (income/wages/earnings/etc.),1124,0
1123,Waiting for righty,1982,Sep,Newsweek,5,6.67,irrelevant,1125,1
1124,Waking up in a fool's paradise,1983,Aug,Time,5,6.67,irrelevant,1126,1
1125,Wal-Mart Nation,2005,Jun,Time,4,10.0,"releconomy (employment, economy)",1127,0
1126,Wal-Mart's Most Wanted,2005,Jun,U.S. News & World Report,2,10.0,"relinequality, implicit",1128,0
1127,Walking a fine line on taxes,1997,Oct,U.S. News & World Report,1,6.67,"relinequality, explicit",1129,0
1128,Wall Street's Bet on the Fiscal Cliff.,2012,Dec,Time,2,6.67,"relinequality, implicit",1130,0
1129,Wall Street's fear of flying,1984,Mar,Newsweek,3,6.67,relchanges (income/wages/earnings/etc.),1131,1
1130,Wallflowers at the dance,1988,Feb,U.S. News & World Report,3,6.67,relchanges (income/wages/earnings/etc.),1132,0
1131,War of Nerves,2005,Jul,Newsweek,5,10.0,irrelevant,1133,0
1132,Warning! IRS is getting tougher,1985,Apr,U.S. News & World Report,5,6.67,irrelevant,1134,0
1133,Warren Buffett Is on a Radical Track. (cover story),2012,,"Time; 1/23/2012, Vol. 179 Issue 3, p32-39, 8p, 12 Color Photographs, 3 Black and White Photographs",1,1.0,"relinequality, explicit",1135,1
1134,Washington Proves the Communists Right.,2011,Aug,Newsweek,4,6.67,"releconomy (employment, economy)",1136,1
1135,Washington's Deceptions.,2012,Dec,Newsweek,2,6.67,"relinequality, implicit",1137,1
1136,Ways to save on your '82 income tax,1983,Feb,U.S. News & World Report,5,6.67,irrelevant,1138,0
1137,We Are Not in This Together,2009,Apr,Newsweek,1,1.0,"relinequality, explicit",1139,1
1138,We Are Wary of Utopian Promises. (cover story),2012,Feb,Time,5,6.67,irrelevant,1140,0
1139,We Ask: When Will The Pain Go Away?,2008,Jun,Newsweek,1,6.67,"relinequality, explicit",1141,0
1140,We Deserve a Better Bailout,2008,Oct,U.S. News & World Report,1,6.67,"relinequality, explicit",1142,0
1141,We have reached breakpoint,1987,Jun,Time,3,10.0,relchanges (income/wages/earnings/etc.),1143,1
1142,We shall win for sure,1982,Dec,Newsweek,5,6.67,irrelevant,1144,0
1143,We'll hunt you down like a dog',1994,Oct,Newsweek,5,10.0,irrelevant,1145,1
1144,We're not really Equal,1981,Sep,Newsweek,5,1.0,irrelevant,1146,1
1145,We've Lost Our Salesman',1981,Apr,Newsweek,3,10.0,relchanges (income/wages/earnings/etc.),1147,0
1146,Welcome to Elsewhere,2009,Jan,Newsweek,1,1.0,"relinequality, explicit",1148,1
